CSSC_Soil_Order_Code,CSSC_Soil_GreatGroup_Code,TAX_GTGRP,CSSC_Great_Groups,TAX_SBGRP,CSSC_Class,TAX_ID,TAXOUSDA,TAXNWRB
SO,FB,SO,Solod,GLDB,Gleyed Dark Brown Solod,SO_SO,Glossic Natriborolls / Natralbolls,Solodic Planosol
SO,FB,SO,Solod,GLBL,Gleyed Black Solod,SO_SO,Glossic Natriborolls / Natralbolls,Solodic Planosol
SO,FB,SO,Solod,GLDG,Gleyed Dark Gray Solod,SO_SO,Glossic Natriborolls / Natralbolls,Solodic Planosol
SO,FB,SO,Solod,GLG,Gleyed Gray Solod,SO_SO,Glossic Natriborolls / Natralbolls,Solodic Planosol
SO,FA,VS,Vertic Solonetz,B,Brown Vertic Solonetz,SO_VS,Haplocryerts,Sodic Vertisol
SO,FA,VS,Vertic Solonetz,DB,Dark Brown Vertic Solonetz,SO_VS,Haplocryerts,Sodic Vertisol
SO,FA,VS,Vertic Solonetz,BL,Black Vertic Solonetz,SO_VS,Haplocryerts,Sodic Vertisol
SO,FA,VS,Vertic Solonetz,GLB,Gleyed Brown Vertic Solonetz,SO_VS,Haplocryerts,Sodic Vertisol
SO,FA,VS,Vertic Solonetz,GLDB,Gleyed Dark Brown Vertic Solonetz,SO_VS,Haplocryerts,Sodic Vertisol
SO,FA,VS,Vertic Solonetz,GLBL,Gleyed Black Vertic Solonetz,SO_VS,Haplocryerts,Sodic Vertisol
VE,CA,V,Vertisol,O,Orthic Vertisol,VE_V,Haplocryerts,Calcic Vertisol / Eutric Vertisol
VE,CA,V,Vertisol,GL,Gleyed Vertisol,VE_V,Haplocryerts,Calcic Vertisol / Eutric Vertisol
VE,CA,V,Vertisol,GLC,Gleysolic Vertisol,VE_V,Haplocryerts,Calcic Vertisol / Eutric Vertisol
VE,CB,HV,Humic Vertisol,O,Orthic Humic Vertisol,VE_HV,Humicryerts,Dystric Vertisol
VE,CB,HV,Humic Vertisol,GL,Gleyed Humic Vertisol,VE_HV,Humicryerts,Dystric Vertisol
VE,CB,HV,Humic Vertisol,GLC,Gleysolic Humic Vertisol,VE_HV,Humicryerts,Dystric Vertisol
