Site name,Site #,U_depth,L_depth,mid_point,BD_reported,BD_estimated,BD_new est,BD_final,SOM,OC,TN,OC_final,CD_reported,OC_stock_reported,CD_calc,TC instead of TOC?,Year_sampled,Age,,,,,,,,,,,,,,,
MCU Estero Buena VentanaLos Limones,M0790,0.5,1,0.75,0.41,0.55,0.56,0.41,,7.81,0.25,7.81,,,0.032,Y,2013,,,,,,,,,,,,,,,,
MCU Estero Buena VentanaLos Limones,M0790,1,2,1.5,0.44,0.59,0.61,0.44,,6.62,0.22,6.62,,,0.029,Y,2013,,,,,,,,,,,,,,,,
MCU Estero ChiriquíBoca Ternero,M0791,0,0.15,0.075,0.75,0.83,0.82,0.75,,2.86,0.22,2.86,,,0.021,Y,2013,,,,,,,,,,,,,,,,
MCU Estero ChiriquíBoca Ternero,M0791,0.15,0.3,0.225,1.02,1.04,1.04,1.02,,1.28,0.11,1.28,,,0.013,Y,2013,,,,,,,,,,,,,,,,
MCU Estero ChiriquíBoca Ternero,M0791,0.3,0.5,0.4,1.11,1.16,1.17,1.11,,0.83,0.08,0.83,,,0.009,Y,2013,,,,,,,,,,,,,,,,
MCU Estero ChiriquíBoca Ternero,M0791,0.5,1,0.75,1.11,1.17,1.18,1.11,,0.8,0.08,0.8,,,0.009,Y,2013,,,,,,,,,,,,,,,,
MCU Estero PedregalLa Yeguada,M0792,0,0.15,0.075,0.57,0.36,0.36,0.57,,14.88,0.66,14.88,,,0.085,Y,2013,,,,,,,,,,,,,,,,
MCU Estero PedregalLa Yeguada,M0792,0.15,0.3,0.225,0.22,0.18,0.19,0.22,,27.62,0.7,27.62,,,0.061,Y,2013,,,,,,,,,,,,,,,,
MCU Estero PedregalLa Yeguada,M0792,0.3,0.5,0.4,0.18,0.16,0.18,0.18,,29.57,0.6,29.57,,,0.053,Y,2013,,,,,,,,,,,,,,,,
MCU Estero PedregalLa Yeguada,M0792,0.5,1,0.75,0.17,0.2,0.21,0.17,,25.59,0.49,25.59,,,0.044,Y,2013,,,,,,,,,,,,,,,,
MCU Isla AlmejasCalle Larga,M0793, ,0.15,0.15,1.1,0.85,0.84,0.84,,2.63,0.21,2.63,,,0.022,Y,2013,,,,,,,,,,,,,,,,
MCU Isla AlmejasCalle Larga,M0793,0.15,0.3,0.225,1.1,0.89,0.88,1.1,,2.28,0.16,2.28,,,0.025,Y,2013,,,,,,,,,,,,,,,,
MCU Isla AlmejasCalle Larga,M0793,0.3,0.5,0.4,0.89,0.94,0.93,0.89,,1.86,0.14,1.86,,,0.017,Y,2013,,,,,,,,,,,,,,,,
MCU Isla MonoIsla Mono,M0794,0,0.15,0.075,0.48,0.58,0.6,0.48,,7.01,0.32,7.01,,,0.034,Y,2013,,,,,,,,,,,,,,,,
MCU Isla MonoIsla Mono,M0794,0.15,0.3,0.225,0.5,0.61,0.62,0.5,,6.34,0.29,6.34,,,0.032,Y,2013,,,,,,,,,,,,,,,,
MCU Isla MonoIsla Mono,M0794,0.3,0.5,0.4,0.49,0.63,0.65,0.49,,5.72,0.27,5.72,,,0.028,Y,2013,,,,,,,,,,,,,,,,
MCU Isla MonoIsla Mono,M0794,0.5,1,0.75,0.58,0.69,0.7,0.58,,4.64,0.21,4.64,,,0.027,Y,2013,,,,,,,,,,,,,,,,
MCU Isla MonoIsla Mono,M0794,1,2,1.5,0.61,0.71,0.72,0.61,,4.3,0.19,4.3,,,0.026,Y,2013,,,,,,,,,,,,,,,,
MCU Estero ResbalosoIsla Requena,M0795,0,0.15,0.075,0.59,0.62,0.64,0.59,,5.96,0.27,5.96,,,0.035,Y,2013,,,,,,,,,,,,,,,,
MCU Estero ResbalosoIsla Requena,M0795,0.15,0.3,0.225,0.51,0.61,0.63,0.51,,6.19,0.29,6.19,,,0.032,Y,2013,,,,,,,,,,,,,,,,
MCU Estero ResbalosoIsla Requena,M0795,0.3,0.5,0.4,0.52,0.59,0.61,0.52,,6.65,0.29,6.65,,,0.035,Y,2013,,,,,,,,,,,,,,,,
MCU Estero ResbalosoIsla Requena,M0795,0.5,1,0.75,0.49,0.61,0.63,0.49,,6.21,0.27,6.21,,,0.03,Y,2013,,,,,,,,,,,,,,,,
MCU Estero ResbalosoIsla Requena,M0795,1,2,1.5,0.63,0.66,0.67,0.63,,5.23,0.22,5.23,,,0.033,Y,2013,,,,,,,,,,,,,,,,
MCU Punta AlgarrobosPunta Algarrobos,M0796,0,0.15,0.075,0.51,0.58,0.6,0.51,,6.87,0.26,6.87,,,0.035,Y,2013,,,,,,,,,,,,,,,,
MCU Punta AlgarrobosPunta Algarrobos,M0796,0.15,0.3,0.225,0.47,0.49,0.51,0.47,,9.38,0.34,9.38,,,0.044,Y,2013,,,,,,,,,,,,,,,,
MCU Punta AlgarrobosPunta Algarrobos,M0796,0.3,0.5,0.4,0.42,0.51,0.53,0.42,,8.91,0.32,8.91,,,0.037,Y,2013,,,,,,,,,,,,,,,,
MCU Punta AlgarrobosPunta Algarrobos,M0796,0.5,1,0.75,0.53,0.54,0.56,0.53,,8.07,0.27,8.07,,,0.043,Y,2013,,,,,,,,,,,,,,,,
MCU Punta AlgarrobosPunta Algarrobos,M0796,1,2,1.5,0.76,0.75,0.75,0.76,,3.79,0.15,3.79,,,0.029,Y,2013,,,,,,,,,,,,,,,,
MCU Punta las MatitasPunta las Matitas,M0797,0,0.15,0.075,0.41,0.48,0.5,0.41,,9.78,0.38,9.78,,,0.04,Y,2013,,,,,,,,,,,,,,,,
MCU Punta las MatitasPunta las Matitas,M0797,0.15,0.3,0.225,0.38,0.45,0.46,0.38,,11.1,0.42,11.1,,,0.042,Y,2013,,,,,,,,,,,,,,,,
MCU Punta las MatitasPunta las Matitas,M0797,0.3,0.5,0.4,0.43,0.51,0.53,0.43,,8.72,0.36,8.72,,,0.037,Y,2013,,,,,,,,,,,,,,,,
MCU Punta las MatitasPunta las Matitas,M0797,0.5,1,0.75,0.55,0.63,0.65,0.55,,5.81,0.24,5.81,,,0.032,Y,2013,,,,,,,,,,,,,,,,
MCU Punta las MatitasPunta las Matitas,M0797,1,2,1.5,0.6,0.67,0.68,0.6,,5.08,0.21,5.08,,,0.03,Y,2013,,,,,,,,,,,,,,,,
MCU Punta OstionalBoca Río,M0798,0,0.15,0.075,0.41,0.51,0.52,0.41,,8.95,0.35,8.95,,,0.037,Y,2013,,,,,,,,,,,,,,,,
MCU Punta OstionalBoca Río,M0798,0.15,0.3,0.225,0.44,0.51,0.53,0.44,,8.76,0.36,8.76,,,0.039,Y,2013,,,,,,,,,,,,,,,,
MCU Punta OstionalBoca Río,M0798,0.3,0.5,0.4,0.43,0.5,0.51,0.43,,9.31,0.36,9.31,,,0.04,Y,2013,,,,,,,,,,,,,,,,
MCU Punta OstionalBoca Río,M0798,0.5,1,0.75,0.43,0.5,0.52,0.43,,9.15,0.34,9.15,,,0.039,Y,2013,,,,,,,,,,,,,,,,
MCU Punta OstionalBoca Río,M0798,1,2,1.5,0.58,0.57,0.59,0.58,,7.09,0.27,7.09,,,0.041,Y,2013,,,,,,,,,,,,,,,,
MCU S. CáscaraS. Cáscara (Represo),M0799,0,0.15,0.075,0.37,0.41,0.41,0.37,,12.75,0.46,12.75,,,0.047,Y,2013,,,,,,,,,,,,,,,,
MCU S. CáscaraS. Cáscara (Represo),M0799,0.15,0.3,0.225,0.36,0.39,0.39,0.36,,13.46,0.45,13.46,,,0.048,Y,2013,,,,,,,,,,,,,,,,
MCU S. CáscaraS. Cáscara (Represo),M0799,0.3,0.5,0.4,0.31,0.42,0.43,0.31,,11.92,0.43,11.92,,,0.037,Y,2013,,,,,,,,,,,,,,,,
MCU S. CáscaraS. Cáscara (Represo),M0799,0.5,1,0.75,0.4,0.49,0.51,0.4,,9.48,0.33,9.48,,,0.038,Y,2013,,,,,,,,,,,,,,,,
MCU S. CáscaraS. Cáscara (Represo),M0799,1,2,1.5,0.62,0.59,0.61,0.62,,6.72,0.23,6.72,,,0.042,Y,2013,,,,,,,,,,,,,,,,
MCU S. ParcelaS. Parcela (Río),M0800,0,0.15,0.075,0.4,0.46,0.47,0.4,,10.67,0.44,10.67,,,0.043,Y,2013,,,,,,,,,,,,,,,,
MCU S. ParcelaS. Parcela (Río),M0800,0.15,0.3,0.225,0.34,0.48,0.49,0.34,,10.01,0.44,10.01,,,0.034,Y,2013,,,,,,,,,,,,,,,,
MCU S. ParcelaS. Parcela (Río),M0800,0.3,0.5,0.4,0.36,0.44,0.46,0.36,,11.12,0.44,11.12,,,0.04,Y,2013,,,,,,,,,,,,,,,,
MCU S. ParcelaS. Parcela (Río),M0800,0.5,1,0.75,0.44,0.53,0.54,0.44,,8.4,0.37,8.4,,,0.037,Y,2013,,,,,,,,,,,,,,,,
MCU S. ParcelaS. Parcela (Río),M0800,1,2,1.5,0.51,0.55,0.57,0.51,,7.65,0.32,7.65,,,0.039,Y,2013,,,,,,,,,,,,,,,,
MCU Jiquilisco18,M0801,0,0.15,0.075,0.29,0.41,0.42,0.29,,12.34,0.49,12.34,,,0.036,Y,2014,,,,,,,,,,,,,,,,
MCU Jiquilisco18,M0801,0.15,0.3,0.225,0.3,0.42,0.42,0.3,,12.3,0.41,12.3,,,0.037,Y,2014,,,,,,,,,,,,,,,,
MCU Jiquilisco18,M0801,0.3,0.5,0.4,0.3,0.42,0.43,0.3,,12.23,0.39,12.23,,,0.037,Y,2014,,,,,,,,,,,,,,,,
MCU Jiquilisco18,M0801,0.5,1,0.75,0.34,0.43,0.44,0.34,,11.73,0.37,11.73,,,0.04,Y,2014,,,,,,,,,,,,,,,,
MCU Jiquilisco18,M0801,1,2,1.5,0.52,0.53,0.55,0.52,,8.23,0.23,8.23,,,0.043,Y,2014,,,,,,,,,,,,,,,,
MCU Jiquilisco19,M0802,0,0.15,0.075,0.31,0.47,0.49,0.31,,10.05,0.38,10.05,,,0.031,Y,2014,,,,,,,,,,,,,,,,
MCU Jiquilisco19,M0802,0.15,0.3,0.225,0.39,0.51,0.52,0.39,,9.01,0.3,9.01,,,0.035,Y,2014,,,,,,,,,,,,,,,,
MCU Jiquilisco19,M0802,0.3,0.5,0.4,0.41,0.5,0.52,0.41,,9.17,0.29,9.17,,,0.038,Y,2014,,,,,,,,,,,,,,,,
MCU Jiquilisco19,M0802,0.5,1,0.75,0.47,0.55,0.57,0.47,,7.58,0.25,7.58,,,0.036,Y,2014,,,,,,,,,,,,,,,,
MCU Jiquilisco19,M0802,1,2,1.5,0.55,0.65,0.67,0.55,,5.32,0.17,5.32,,,0.029,Y,2014,,,,,,,,,,,,,,,,
MCU Jiquilisco20,M0803,0,0.15,0.075,0.29,0.37,0.37,0.29,,14.58,0.47,14.58,,,0.042,Y,2014,,,,,,,,,,,,,,,,
MCU Jiquilisco20,M0803,0.15,0.3,0.225,0.26,0.35,0.36,0.26,,15.23,0.46,15.23,,,0.04,Y,2014,,,,,,,,,,,,,,,,
MCU Jiquilisco20,M0803,0.3,0.5,0.4,0.29,0.37,0.37,0.29,,14.48,0.43,14.48,,,0.042,Y,2014,,,,,,,,,,,,,,,,
MCU Jiquilisco20,M0803,0.5,1,0.75,0.24,0.39,0.4,0.24,,13.34,0.35,13.34,,,0.032,Y,2014,,,,,,,,,,,,,,,,
MCU Jiquilisco20,M0803,1,2,1.5,0.32,0.46,0.47,0.32,,10.69,0.29,10.69,,,0.034,Y,2014,,,,,,,,,,,,,,,,
MCU Jiquilisco21,M0804,0,0.15,0.075,0.47,0.66,0.67,0.47,,5.26,0.28,5.26,,,0.025,Y,2014,,,,,,,,,,,,,,,,
MCU Jiquilisco21,M0804,0.15,0.3,0.225,0.65,0.8,0.79,0.65,,3.2,0.18,3.2,,,0.021,Y,2014,,,,,,,,,,,,,,,,
MCU Jiquilisco21,M0804,0.3,0.5,0.4,0.66,0.84,0.83,0.66,,2.74,0.15,2.74,,,0.018,Y,2014,,,,,,,,,,,,,,,,
MCU Jiquilisco21,M0804,0.5,1,0.75,0.68,0.88,0.87,0.68,,2.33,0.13,2.33,,,0.016,Y,2014,,,,,,,,,,,,,,,,
MCU Jiquilisco21,M0804,1,2,1.5,0.98,1.15,1.16,0.98,,0.86,0.06,0.86,,,0.008,Y,2014,,,,,,,,,,,,,,,,
MCU Jiquilisco22,M0805,0,0.15,0.075,0.44,0.62,0.64,0.44,,6.03,0.3,6.03,,,0.027,Y,2014,,,,,,,,,,,,,,,,
MCU Jiquilisco22,M0805,0.15,0.3,0.225,0.54,0.71,0.71,0.54,,4.41,0.2,4.41,,,0.024,Y,2014,,,,,,,,,,,,,,,,
MCU Jiquilisco22,M0805,0.3,0.5,0.4,0.64,0.73,0.74,0.64,,4,0.19,4,,,0.026,Y,2014,,,,,,,,,,,,,,,,
MCU Jiquilisco22,M0805,0.5,1,0.75,0.75,0.79,0.79,0.75,,3.27,0.15,3.27,,,0.025,Y,2014,,,,,,,,,,,,,,,,
MCU Jiquilisco22,M0805,1,2,1.5,1.03,1.25,1.27,1.03,,0.59,0.05,0.59,,,0.006,Y,2014,,,,,,,,,,,,,,,,
MCU Jiquilisco28,M0806,0,0.15,0.075,0.24,0.34,0.34,0.24,,16.21,0.6,16.21,,,0.039,Y,2014,,,,,,,,,,,,,,,,
MCU Jiquilisco28,M0806,0.15,0.3,0.225,0.31,0.43,0.44,0.31,,11.77,0.36,11.77,,,0.036,Y,2014,,,,,,,,,,,,,,,,
MCU Jiquilisco28,M0806,0.3,0.5,0.4,0.34,0.42,0.42,0.34,,12.29,0.34,12.29,,,0.042,Y,2014,,,,,,,,,,,,,,,,
MCU Jiquilisco28,M0806,0.5,1,0.75,0.42,0.59,0.61,0.42,,6.69,0.18,6.69,,,0.028,Y,2014,,,,,,,,,,,,,,,,
MCU Jiquilisco28,M0806,1,2,1.5,0.31,0.42,0.43,0.31,,12.2,0.27,12.2,,,0.038,Y,2014,,,,,,,,,,,,,,,,
MCU Jiquilisco29,M0807,0,0.15,0.075,0.25,0.36,0.36,0.25,,15.03,0.57,15.03,,,0.038,Y,2014,,,,,,,,,,,,,,,,
MCU Jiquilisco29,M0807,0.15,0.3,0.225,0.29,0.36,0.36,0.29,,14.9,0.46,14.9,,,0.043,Y,2014,,,,,,,,,,,,,,,,
MCU Jiquilisco29,M0807,0.3,0.5,0.4,0.28,0.31,0.31,0.28,,17.62,0.46,17.62,,,0.049,Y,2014,,,,,,,,,,,,,,,,
MCU Jiquilisco29,M0807,0.5,1,0.75,0.56,0.66,0.68,0.56,,5.19,0.14,5.19,,,0.029,Y,2014,,,,,,,,,,,,,,,,
MCU Jiquilisco29,M0807,1,2,1.5,0.41,0.49,0.51,0.41,,9.48,0.2,9.48,,,0.039,Y,2014,,,,,,,,,,,,,,,,
MCU Jiquilisco30,M0808,0,0.15,0.075,0.29,0.4,0.4,0.29,,13.13,0.48,13.13,,,0.038,Y,2014,,,,,,,,,,,,,,,,
MCU Jiquilisco30,M0808,0.15,0.3,0.225,0.33,0.37,0.38,0.33,,14.16,0.43,14.16,,,0.047,Y,2014,,,,,,,,,,,,,,,,
MCU Jiquilisco30,M0808,0.3,0.5,0.4,0.24,0.32,0.32,0.24,,17.14,0.44,17.14,,,0.041,Y,2014,,,,,,,,,,,,,,,,
MCU Jiquilisco30,M0808,0.5,1,0.75,0.28,0.42,0.43,0.28,,12.18,0.31,12.18,,,0.034,Y,2014,,,,,,,,,,,,,,,,
MCU Jiquilisco30,M0808,1,2,1.5,0.5,0.54,0.56,0.5,,8.04,0.18,8.04,,,0.04,Y,2014,,,,,,,,,,,,,,,,
MCU Jiquilisco31,M0809,0,0.15,0.075,0.73,0.95,0.94,0.73,,1.84,0.11,1.84,,,0.013,Y,2014,,,,,,,,,,,,,,,,
MCU Jiquilisco31,M0809,0.15,0.3,0.225,0.72,1.1,1.11,1.11,,1.02,0.08,1.02,,,0.011,Y,2014,,,,,,,,,,,,,,,,
MCU Jiquilisco31,M0809,0.3,0.5,0.4,0.72,1.3,1.32,1.32,,0.48,0.06,0.48,,,0.006,Y,2014,,,,,,,,,,,,,,,,
MCU Jiquilisco31,M0809,0.5,1,0.75,0.8,1.59,1.51,1.51,,0.15,0.02,0.15,,,0.002,Y,2014,,,,,,,,,,,,,,,,
MCU Jiquilisco31,M0809,1,2,1.5,0.8,1.64,1.53,1.53,,0.12,0.02,0.12,,,0.002,Y,2014,,,,,,,,,,,,,,,,
MCU Jiquilisco32,M0810,0,0.15,0.075,0.27,0.36,0.37,0.27,,14.66,0.53,14.66,,,0.04,Y,2014,,,,,,,,,,,,,,,,
MCU Jiquilisco32,M0810,0.15,0.3,0.225,0.31,0.42,0.43,0.31,,12.02,0.36,12.02,,,0.037,Y,2014,,,,,,,,,,,,,,,,
MCU Jiquilisco32,M0810,0.3,0.5,0.4,0.32,0.39,0.39,0.32,,13.64,0.38,13.64,,,0.044,Y,2014,,,,,,,,,,,,,,,,
MCU Jiquilisco32,M0810,0.5,1,0.75,0.3,0.44,0.45,0.3,,11.42,0.29,11.42,,,0.034,Y,2014,,,,,,,,,,,,,,,,
MCU Jiquilisco32,M0810,1,2,1.5,0.33,0.48,0.49,0.33,,9.93,0.23,9.93,,,0.033,Y,2014,,,,,,,,,,,,,,,,
MCU Jiquilisco23,M0811,0,0.15,0.075,0.35,0.38,0.39,0.35,,13.78,0.49,13.78,,,0.048,Y,2014,,,,,,,,,,,,,,,,
MCU Jiquilisco23,M0811,0.15,0.3,0.225,0.29,0.43,0.44,0.29,,11.81,0.42,11.81,,,0.034,Y,2014,,,,,,,,,,,,,,,,
MCU Jiquilisco23,M0811,0.3,0.5,0.4,0.3,0.42,0.42,0.3,,12.28,0.37,12.28,,,0.037,Y,2014,,,,,,,,,,,,,,,,
MCU Jiquilisco23,M0811,0.5,1,0.75,0.4,0.48,0.49,0.4,,9.93,0.29,9.93,,,0.04,Y,2014,,,,,,,,,,,,,,,,
MCU Jiquilisco23,M0811,1,2,1.5,0.42,0.59,0.61,0.42,,6.65,0.22,6.65,,,0.028,Y,2014,,,,,,,,,,,,,,,,
MCU Jiquilisco24,M0812,0,0.15,0.075,0.24,0.34,0.34,0.24,,15.82,0.55,15.82,,,0.038,Y,2014,,,,,,,,,,,,,,,,
MCU Jiquilisco24,M0812,0.15,0.3,0.225,0.29,0.37,0.37,0.29,,14.4,0.44,14.4,,,0.042,Y,2014,,,,,,,,,,,,,,,,
MCU Jiquilisco24,M0812,0.3,0.5,0.4,0.28,0.37,0.37,0.28,,14.32,0.39,14.32,,,0.04,Y,2014,,,,,,,,,,,,,,,,
MCU Jiquilisco24,M0812,0.5,1,0.75,0.33,0.46,0.47,0.33,,10.64,0.25,10.64,,,0.035,Y,2014,,,,,,,,,,,,,,,,
MCU Jiquilisco24,M0812,1,2,1.5,0.34,0.49,0.5,0.34,,9.62,0.22,9.62,,,0.033,Y,2014,,,,,,,,,,,,,,,,
MCU Jiquilisco25,M0813,0,0.15,0.075,0.33,0.51,0.53,0.33,,8.85,0.33,8.85,,,0.029,Y,2014,,,,,,,,,,,,,,,,
MCU Jiquilisco25,M0813,0.15,0.3,0.225,0.34,0.5,0.52,0.34,,9.17,0.33,9.17,,,0.031,Y,2014,,,,,,,,,,,,,,,,
MCU Jiquilisco25,M0813,0.3,0.5,0.4,0.48,0.52,0.53,0.48,,8.69,0.29,8.69,,,0.042,Y,2014,,,,,,,,,,,,,,,,
MCU Jiquilisco25,M0813,0.5,1,0.75,0.38,0.55,0.57,0.38,,7.58,0.26,7.58,,,0.029,Y,2014,,,,,,,,,,,,,,,,
MCU Jiquilisco25,M0813,1,2,1.5,0.45,0.57,0.59,0.45,,7.24,0.26,7.24,,,0.033,Y,2014,,,,,,,,,,,,,,,,
MCU Jiquilisco26,M0814,0,0.15,0.075,0.26,0.44,0.45,0.26,,11.16,0.41,11.16,,,0.029,Y,2014,,,,,,,,,,,,,,,,
MCU Jiquilisco26,M0814,0.15,0.3,0.225,0.34,0.47,0.49,0.34,,10.03,0.35,10.03,,,0.034,Y,2014,,,,,,,,,,,,,,,,
MCU Jiquilisco26,M0814,0.3,0.5,0.4,0.45,0.59,0.61,0.45,,6.67,0.2,6.67,,,0.03,Y,2014,,,,,,,,,,,,,,,,
MCU Jiquilisco26,M0814,0.5,1,0.75,0.59,0.84,0.83,0.59,,2.71,0.08,2.71,,,0.016,Y,2014,,,,,,,,,,,,,,,,
MCU Jiquilisco26,M0814,1,2,1.5,0.78,1.04,1.04,1.04,,1.3,0.04,1.3,,,0.013,Y,2014,,,,,,,,,,,,,,,,
MCU Jiquilisco27,M0815,0,0.15,0.075,0.26,0.35,0.36,0.26,,15.17,0.52,15.17,,,0.039,Y,2014,,,,,,,,,,,,,,,,
MCU Jiquilisco27,M0815,0.15,0.3,0.225,0.29,0.38,0.38,0.29,,13.99,0.43,13.99,,,0.041,Y,2014,,,,,,,,,,,,,,,,
MCU Jiquilisco27,M0815,0.3,0.5,0.4,0.34,0.4,0.41,0.34,,12.98,0.4,12.98,,,0.044,Y,2014,,,,,,,,,,,,,,,,
MCU Jiquilisco27,M0815,0.5,1,0.75,0.32,0.43,0.44,0.32,,11.69,0.31,11.69,,,0.037,Y,2014,,,,,,,,,,,,,,,,
MCU Jiquilisco27,M0815,1,2,1.5,0.33,0.44,0.45,0.33,,11.24,0.3,11.24,,,0.037,Y,2014,,,,,,,,,,,,,,,,
MCU Jiquilisco7,M0816,0,0.15,0.075,0.74,0.88,0.86,0.74,,2.38,0.2,2.38,,,0.018,Y,2014,,,,,,,,,,,,,,,,
MCU Jiquilisco7,M0816,0.15,0.3,0.225,0.81,1.18,1.2,1.2,,0.75,0.07,0.75,,,0.009,Y,2014,,,,,,,,,,,,,,,,
MCU Jiquilisco7,M0816,0.3,0.5,0.4,0.74,1.01,1,1,,1.45,0.09,1.45,,,0.015,Y,2014,,,,,,,,,,,,,,,,
MCU Jiquilisco7,M0816,0.5,1,0.75,0.74,0.71,0.72,0.74,,4.34,0.2,4.34,,,0.032,Y,2014,,,,,,,,,,,,,,,,
MCU Jiquilisco7,M0816,1,2,1.5,0.7,0.8,0.8,0.7,,3.13,0.15,3.13,,,0.022,Y,2014,,,,,,,,,,,,,,,,
MCU Jiquilisco8,#N/A,0,0.15,0.075,1.01,1.29,1.31,1.31,,0.5,0.05,0.5,,,0.007,Y,2014,,,,,,,,,,,,,,,,
MCU Jiquilisco8,#N/A,0.15,0.3,0.225,1.03,1.44,1.43,1.43,,0.27,0.04,0.27,,,0.004,Y,2014,,,,,,,,,,,,,,,,
MCU Jiquilisco8,#N/A,0.3,0.5,0.4,1,1.49,1.46,1.46,,0.22,0.04,0.22,,,0.003,Y,2014,,,,,,,,,,,,,,,,
MCU Jiquilisco8,#N/A,0.5,1,0.75,0.98,1.59,1.51,1.51,,0.15,0.02,0.15,,,0.002,Y,2014,,,,,,,,,,,,,,,,
MCU Jiquilisco9,M0818,0,0.15,0.075,0.34,0.34,0.34,0.34,,15.85,0.85,15.85,,,0.054,Y,2014,,,,,,,,,,,,,,,,
MCU Jiquilisco9,M0818,0.15,0.3,0.225,0.5,0.48,0.49,0.5,,9.84,0.45,9.84,,,0.049,Y,2014,,,,,,,,,,,,,,,,
MCU Jiquilisco9,M0818,0.3,0.5,0.4,0.56,0.46,0.47,0.56,,10.71,0.46,10.71,,,0.06,Y,2014,,,,,,,,,,,,,,,,
MCU Jiquilisco9,M0818,0.5,1,0.75,0.38,0.51,0.52,0.38,,8.98,0.3,8.98,,,0.034,Y,2014,,,,,,,,,,,,,,,,
MCU Jiquilisco9,M0818,1,2,1.5,0.47,0.52,0.54,0.47,,8.44,0.26,8.44,,,0.04,Y,2014,,,,,,,,,,,,,,,,
MCU Jaltepeque1,#N/A,0,0.15,0.075,0.8,0.89,0.88,0.8,,2.27,0.15,2.27,,,0.018,Y,2015,,,,,,,,,,,,,,,,
MCU Jaltepeque1,#N/A,0.15,0.3,0.225,0.97,0.93,0.92,0.97,,1.96,0.13,1.96,,,0.019,Y,2015,,,,,,,,,,,,,,,,
MCU Jaltepeque1,#N/A,0.3,0.5,0.4,0.91,0.96,0.95,0.91,,1.75,0.12,1.75,,,0.016,Y,2015,,,,,,,,,,,,,,,,
MCU Jaltepeque1,#N/A,0.5,1,0.75,1.1,1.01,1,1.1,,1.47,0.1,1.47,,,0.016,Y,2015,,,,,,,,,,,,,,,,
MCU Jaltepeque1,#N/A,1,2,1.5,1.18,1.16,1.17,1.18,,0.83,0.07,0.83,,,0.01,Y,2015,,,,,,,,,,,,,,,,
MCU Jaltepeque2,M0820,0,0.15,0.075,0.35,0.43,0.44,0.35,,11.79,0.45,11.79,,,0.041,Y,2015,,,,,,,,,,,,,,,,
MCU Jaltepeque2,M0820,0.15,0.3,0.225,0.32,0.43,0.44,0.32,,11.81,0.44,11.81,,,0.038,Y,2015,,,,,,,,,,,,,,,,
MCU Jaltepeque2,M0820,0.3,0.5,0.4,0.33,0.45,0.47,0.33,,10.77,0.4,10.77,,,0.036,Y,2015,,,,,,,,,,,,,,,,
MCU Jaltepeque2,M0820,0.5,1,0.75,0.39,0.41,0.41,0.39,,12.72,0.49,12.72,,,0.05,Y,2015,,,,,,,,,,,,,,,,
MCU Jaltepeque2,M0820,1,2,1.5,0.29,0.36,0.36,0.29,,14.95,0.51,14.95,,,0.043,Y,2015,,,,,,,,,,,,,,,,
MCU Jaltepeque3,#N/A,0,0.15,0.075,0.36,0.51,0.52,0.36,,8.95,0.32,8.95,,,0.032,Y,2015,,,,,,,,,,,,,,,,
MCU Jaltepeque3,#N/A,0.15,0.3,0.225,0.45,0.54,0.55,0.45,,8.12,0.27,8.12,,,0.037,Y,2015,,,,,,,,,,,,,,,,
MCU Jaltepeque3,#N/A,0.3,0.5,0.4,0.41,0.57,0.59,0.41,,7.17,0.26,7.17,,,0.029,Y,2015,,,,,,,,,,,,,,,,
MCU Jaltepeque3,#N/A,0.5,1,0.75,0.62,0.65,0.67,0.62,,5.4,0.18,5.4,,,0.033,Y,2015,,,,,,,,,,,,,,,,
MCU Jaltepeque3,#N/A,1,2,1.5,0.86,0.87,0.86,0.86,,2.43,0.09,2.43,,,0.021,Y,2015,,,,,,,,,,,,,,,,
MCU Jaltepeque8,M0822,0,0.15,0.075,0.51,0.53,0.55,0.51,,8.17,0.28,8.17,,,0.042,Y,2015,,,,,,,,,,,,,,,,
MCU Jaltepeque8,M0822,0.15,0.3,0.225,0.39,0.5,0.52,0.39,,9.05,0.3,9.05,,,0.035,Y,2015,,,,,,,,,,,,,,,,
MCU Jaltepeque8,M0822,0.3,0.5,0.4,0.48,0.61,0.63,0.48,,6.17,0.24,6.17,,,0.03,Y,2015,,,,,,,,,,,,,,,,
MCU Jaltepeque8,M0822,0.5,1,0.75,1.19,0.82,0.81,0.81,,2.93,0.11,2.93,,,0.024,Y,2015,,,,,,,,,,,,,,,,
MCU Jaltepeque8,M0822,1,2,1.5,0.86,0.72,0.72,0.86,,4.27,0.11,4.27,,,0.037,Y,2015,,,,,,,,,,,,,,,,
MCU Jaltepeque9,M0823,0,0.15,0.075,1.02,1.05,1.05,1.02,,1.27,0.08,1.27,,,0.013,Y,2015,,,,,,,,,,,,,,,,
MCU Jaltepeque9,M0823,0.15,0.3,0.225,1,1.09,1.1,1,,1.07,0.07,1.07,,,0.011,Y,2015,,,,,,,,,,,,,,,,
MCU Jaltepeque9,M0823,0.3,0.5,0.4,0.97,1.06,1.06,0.97,,1.22,0.07,1.22,,,0.012,Y,2015,,,,,,,,,,,,,,,,
MCU Jaltepeque9,M0823,0.5,1,0.75,0.92,0.96,0.95,0.92,,1.77,0.08,1.77,,,0.016,Y,2015,,,,,,,,,,,,,,,,
MCU Jaltepeque9,M0823,1,2,1.5,1.12,1.15,1.17,1.12,,0.85,0.05,0.85,,,0.01,Y,2015,,,,,,,,,,,,,,,,
