"","NAMES","Value"
"1297","Outagamie",1297
"1298","Overton",1298
"1299","Owen",1299
"1300","Owsley",1300
"1301","Owyhee",1301
"1302","Oxford",1302
"1303","Ozark",1303
"1304","Ozaukee",1304
"1305","Pacific",1305
"1306","Page",1306
"1307","Palm Beach",1307
"1308","Palo Alto",1308
"1309","Palo Pinto",1309
"1310","Pamlico",1310
"1311","Panola",1311
"1312","Park",1312
"1313","Parke",1313
"1314","Parker",1314
"1315","Parmer",1315
"1316","Pasco",1316
"1317","Pasquotank",1317
"1318","Passaic",1318
"1319","Patillas",1319
"1320","Patrick",1320
"1321","Paulding",1321
"1322","Pawnee",1322
"1323","Payette",1323
"1324","Payne",1324
"1325","Peach",1325
"1326","Pearl River",1326
"1327","Pecos",1327
"1328","Pembina",1328
"1329","Pemiscot",1329
"1330","Pender",1330
"1331","Pendleton",1331
"1332","Pend Oreille",1332
"1333","Pennington",1333
"1334","Penobscot",1334
"1335","Peñuelas",1335
"1336","Peoria",1336
"1337","Pepin",1337
"1338","Perkins",1338
"1339","Perquimans",1339
"1340","Perry",1340
"1341","Pershing",1341
"1342","Person",1342
"1343","Petersburg",1343
"1344","Petroleum",1344
"1345","Pettis",1345
"1346","Phelps",1346
"1347","Philadelphia",1347
"1348","Phillips",1348
"1349","Piatt",1349
"1350","Pickaway",1350
"1351","Pickens",1351
"1352","Pickett",1352
"1353","Pierce",1353
"1354","Pike",1354
"1355","Pima",1355
"1356","Pinal",1356
"1357","Pine",1357
"1358","Pinellas",1358
"1359","Pipestone",1359
"1360","Piscataquis",1360
"1361","Pitkin",1361
"1362","Pitt",1362
"1363","Pittsburg",1363
"1364","Pittsylvania",1364
"1365","Piute",1365
"1366","Placer",1366
"1367","Plaquemines",1367
"1368","Platte",1368
"1369","Pleasants",1369
"1370","Plumas",1370
"1371","Plymouth",1371
"1372","Pocahontas",1372
"1373","Poinsett",1373
"1374","Pointe Coupee",1374
"1375","Polk",1375
"1376","Ponce",1376
"1377","Pondera",1377
"1378","Pontotoc",1378
"1379","Pope",1379
"1380","Poquoson",1380
"1381","Portage",1381
"1382","Porter",1382
"1383","Portsmouth",1383
"1384","Posey",1384
"1385","Pottawatomie",1385
"1386","Pottawattamie",1386
"1387","Potter",1387
"1388","Powder River",1388
"1389","Powell",1389
"1390","Power",1390
"1391","Poweshiek",1391
"1392","Powhatan",1392
"1393","Prairie",1393
"1394","Pratt",1394
"1395","Preble",1395
"1396","Prentiss",1396
"1397","Presidio",1397
"1398","Presque Isle",1398
"1399","Preston",1399
"1400","Price",1400
"1401","Prince Edward",1401
"1402","Prince George",1402
"1403","Prince George's",1403
"1404","Prince of Wales-Hyder",1404
"1405","Prince William",1405
"1406","Providence",1406
"1407","Prowers",1407
"1408","Pueblo",1408
"1409","Pulaski",1409
"1410","Pushmataha",1410
"1411","Putnam",1411
"1412","Quay",1412
"1413","Quebradillas",1413
"1414","Queen Anne's",1414
"1415","Queens",1415
"1416","Quitman",1416
"1417","Rabun",1417
"1418","Racine",1418
"1419","Radford",1419
"1420","Rains",1420
"1421","Raleigh",1421
"1422","Ralls",1422
"1423","Ramsey",1423
"1424","Randall",1424
"1425","Randolph",1425
"1426","Rankin",1426
"1427","Ransom",1427
"1428","Rapides",1428
"1429","Rappahannock",1429
"1430","Ravalli",1430
"1431","Rawlins",1431
"1432","Ray",1432
"1433","Reagan",1433
"1434","Real",1434
"1435","Red Lake",1435
"1436","Red River",1436
"1437","Red Willow",1437
"1438","Redwood",1438
"1439","Reeves",1439
"1440","Refugio",1440
"1441","Reno",1441
"1442","Rensselaer",1442
"1443","Renville",1443
"1444","Republic",1444
"1445","Reynolds",1445
"1446","Rhea",1446
"1447","Rice",1447
"1448","Rich",1448
"1449","Richardson",1449
"1450","Richland",1450
"1451","Richmond",1451
"1452","Riley",1452
"1453","Rincón",1453
"1454","Ringgold",1454
"1455","Rio Arriba",1455
"1456","Rio Blanco",1456
"1457","Rio Grande",1457
"1458","Río Grande",1458
"1459","Ripley",1459
"1460","Ritchie",1460
"1461","Riverside",1461
"1462","Roane",1462
"1463","Roanoke",1463
"1464","Roberts",1464
"1465","Robertson",1465
"1466","Robeson",1466
"1467","Rock",1467
"1468","Rockbridge",1468
"1469","Rockcastle",1469
"1470","Rockdale",1470
"1471","Rockingham",1471
"1472","Rock Island",1472
"1473","Rockland",1473
"1474","Rockwall",1474
"1475","Roger Mills",1475
"1476","Rogers",1476
"1477","Rolette",1477
"1478","Rooks",1478
"1479","Roosevelt",1479
"1480","Roscommon",1480
"1481","Roseau",1481
"1482","Rosebud",1482
"1483","Rose Island",1483
"1484","Ross",1484
"1485","Rota",1485
"1486","Routt",1486
"1487","Rowan",1487
"1488","Runnels",1488
"1489","Rush",1489
"1490","Rusk",1490
"1491","Russell",1491
"1492","Rutherford",1492
"1493","Rutland",1493
"1494","Sabana Grande",1494
"1495","Sabine",1495
"1496","Sac",1496
"1497","Sacramento",1497
"1498","Sagadahoc",1498
"1499","Saginaw",1499
"1500","Saguache",1500
"1501","Saipan",1501
"1502","Salem",1502
"1503","Salinas",1503
"1504","Saline",1504
"1505","Salt Lake",1505
"1506","Saluda",1506
"1507","Sampson",1507
"1508","San Augustine",1508
"1509","San Benito",1509
"1510","San Bernardino",1510
"1511","Sanborn",1511
"1512","Sanders",1512
"1513","San Diego",1513
"1514","Sandoval",1514
"1515","Sandusky",1515
"1516","San Francisco",1516
"1517","Sangamon",1517
"1518","San Germán",1518
"1519","Sanilac",1519
"1520","San Jacinto",1520
"1521","San Joaquin",1521
"1522","San Juan",1522
"1523","San Lorenzo",1523
"1524","San Luis Obispo",1524
"1525","San Mateo",1525
"1526","San Miguel",1526
"1527","San Patricio",1527
"1528","Sanpete",1528
"1529","San Saba",1529
"1530","San Sebastián",1530
"1531","Santa Barbara",1531
"1532","Santa Clara",1532
"1533","Santa Cruz",1533
"1534","Santa Fe",1534
"1535","Santa Isabel",1535
"1536","Santa Rosa",1536
"1537","Sarasota",1537
"1538","Saratoga",1538
"1539","Sargent",1539
"1540","Sarpy",1540
"1541","Sauk",1541
"1542","Saunders",1542
"1543","Sawyer",1543
"1544","Schenectady",1544
"1545","Schleicher",1545
"1546","Schley",1546
"1547","Schoharie",1547
"1548","Schoolcraft",1548
"1549","Schuyler",1549
"1550","Schuylkill",1550
"1551","Scioto",1551
"1552","Scotland",1552
"1553","Scott",1553
"1554","Scotts Bluff",1554
"1555","Screven",1555
"1556","Scurry",1556
"1557","Searcy",1557
"1558","Sebastian",1558
"1559","Sedgwick",1559
"1560","Seminole",1560
"1561","Seneca",1561
"1562","Sequatchie",1562
"1563","Sequoyah",1563
"1564","Sevier",1564
"1565","Seward",1565
"1566","Shackelford",1566
"1567","Shannon",1567
"1568","Sharkey",1568
"1569","Sharp",1569
"1570","Shasta",1570
"1571","Shawano",1571
"1572","Shawnee",1572
"1573","Sheboygan",1573
"1574","Shelby",1574
"1575","Shenandoah",1575
"1576","Sherburne",1576
"1577","Sheridan",1577
"1578","Sherman",1578
"1579","Shiawassee",1579
"1580","Shoshone",1580
"1581","Sibley",1581
"1582","Sierra",1582
"1583","Silver Bow",1583
"1584","Simpson",1584
"1585","Sioux",1585
"1586","Siskiyou",1586
"1587","Sitka",1587
"1588","Skagit",1588
"1589","Skagway",1589
"1590","Skamania",1590
"1591","Slope",1591
"1592","Smith",1592
"1593","Smyth",1593
"1594","Snohomish",1594
"1595","Snyder",1595
"1596","Socorro",1596
"1597","Solano",1597
"1598","Somerset",1598
"1599","Somervell",1599
"1600","Sonoma",1600
"1601","Southampton",1601
"1602","Southeast Fairbanks",1602
"1603","Spalding",1603
"1604","Spartanburg",1604
"1605","Spencer",1605
"1606","Spink",1606
"1607","Spokane",1607
"1608","Spotsylvania",1608
"1609","Stafford",1609
"1610","Stanislaus",1610
"1611","Stanley",1611
"1612","Stanly",1612
"1613","Stanton",1613
"1614","Stark",1614
"1615","Starke",1615
"1616","Starr",1616
"1617","Staunton",1617
"1618","St. Bernard",1618
"1619","St. Charles",1619
"1620","St. Clair",1620
"1621","St. Croix",1621
"1622","Stearns",1622
"1623","Steele",1623
"1624","Ste. Genevieve",1624
"1625","Stephens",1625
"1626","Stephenson",1626
"1627","Sterling",1627
"1628","Steuben",1628
"1629","Stevens",1629
"1630","Stewart",1630
"1631","St. Francis",1631
"1632","St. Francois",1632
"1633","St. Helena",1633
"1634","Stillwater",1634
"1635","St. James",1635
"1636","St. John",1636
"1637","St. Johns",1637
"1638","St. John the Baptist",1638
"1639","St. Joseph",1639
"1640","St. Landry",1640
"1641","St. Lawrence",1641
"1642","St. Louis",1642
"1643","St. Lucie",1643
"1644","St. Martin",1644
"1645","St. Mary",1645
"1646","St. Mary's",1646
"1647","Stoddard",1647
"1648","Stokes",1648
"1649","Stone",1649
"1650","Stonewall",1650
"1651","Storey",1651
"1652","Story",1652
"1653","Strafford",1653
"1654","St. Tammany",1654
"1655","St. Thomas",1655
"1656","Stutsman",1656
"1657","Sublette",1657
"1658","Suffolk",1658
"1659","Sullivan",1659
"1660","Sully",1660
"1661","Summers",1661
"1662","Summit",1662
"1663","Sumner",1663
"1664","Sumter",1664
"1665","Sunflower",1665
"1666","Surry",1666
"1667","Susquehanna",1667
"1668","Sussex",1668
"1669","Sutter",1669
"1670","Sutton",1670
"1671","Suwannee",1671
"1672","Swain",1672
"1673","Swains Island",1673
"1674","Sweet Grass",1674
"1675","Sweetwater",1675
"1676","Swift",1676
"1677","Swisher",1677
"1678","Switzerland",1678
"1679","Talbot",1679
"1680","Taliaferro",1680
"1681","Talladega",1681
"1682","Tallahatchie",1682
"1683","Tallapoosa",1683
"1684","Tama",1684
"1685","Taney",1685
"1686","Tangipahoa",1686
"1687","Taos",1687
"1688","Tarrant",1688
"1689","Tate",1689
"1690","Tattnall",1690
"1691","Taylor",1691
"1692","Tazewell",1692
"1693","Tehama",1693
"1694","Telfair",1694
"1695","Teller",1695
"1696","Tensas",1696
"1697","Terrebonne",1697
"1698","Terrell",1698
"1699","Terry",1699
"1700","Teton",1700
"1701","Texas",1701
"1702","Thayer",1702
"1703","Thomas",1703
"1704","Throckmorton",1704
"1705","Thurston",1705
"1706","Tift",1706
"1707","Tillamook",1707
"1708","Tillman",1708
"1709","Tinian",1709
"1710","Tioga",1710
"1711","Tippah",1711
"1712","Tippecanoe",1712
"1713","Tipton",1713
"1714","Tishomingo",1714
"1715","Titus",1715
"1716","Toa Alta",1716
"1717","Toa Baja",1717
"1718","Todd",1718
"1719","Tolland",1719
"1720","Tom Green",1720
"1721","Tompkins",1721
"1722","Tooele",1722
"1723","Toole",1723
"1724","Toombs",1724
"1725","Torrance",1725
"1726","Towner",1726
"1727","Towns",1727
"1728","Traill",1728
"1729","Transylvania",1729
"1730","Traverse",1730
"1731","Travis",1731
"1732","Treasure",1732
"1733","Trego",1733
"1734","Trempealeau",1734
"1735","Treutlen",1735
"1736","Trigg",1736
"1737","Trimble",1737
"1738","Trinity",1738
"1739","Tripp",1739
"1740","Troup",1740
"1741","Trousdale",1741
"1742","Trujillo Alto",1742
"1743","Trumbull",1743
"1744","Tucker",1744
"1745","Tulare",1745
"1746","Tulsa",1746
"1747","Tunica",1747
"1748","Tuolumne",1748
"1749","Turner",1749
"1750","Tuscaloosa",1750
"1751","Tuscarawas",1751
"1752","Tuscola",1752
"1753","Twiggs",1753
"1754","Twin Falls",1754
"1755","Tyler",1755
"1756","Tyrrell",1756
"1757","Uinta",1757
"1758","Uintah",1758
"1759","Ulster",1759
"1760","Umatilla",1760
"1761","Unicoi",1761
"1762","Union",1762
"1763","Upshur",1763
"1764","Upson",1764
"1765","Upton",1765
"1766","Utah",1766
"1767","Utuado",1767
"1768","Uvalde",1768
"1769","Valdez-Cordova",1769
"1770","Valencia",1770
"1771","Valley",1771
"1772","Val Verde",1772
"1773","Van Buren",1773
"1774","Vance",1774
"1775","Vanderburgh",1775
"1776","Van Wert",1776
"1777","Van Zandt",1777
"1778","Vega Alta",1778
"1779","Vega Baja",1779
"1780","Venango",1780
"1781","Ventura",1781
"1782","Vermilion",1782
"1783","Vermillion",1783
"1784","Vernon",1784
"1785","Victoria",1785
"1786","Vieques",1786
"1787","Vigo",1787
"1788","Vilas",1788
"1789","Villalba",1789
"1790","Vinton",1790
"1791","Virginia Beach",1791
"1792","Volusia",1792
"1793","Wabash",1793
"1794","Wabasha",1794
"1795","Wabaunsee",1795
"1796","Wadena",1796
"1797","Wagoner",1797
"1798","Wahkiakum",1798
"1799","Wake",1799
"1800","Wakulla",1800
"1801","Waldo",1801
"1802","Walker",1802
"1803","Wallace",1803
"1804","Walla Walla",1804
"1805","Waller",1805
"1806","Wallowa",1806
"1807","Walsh",1807
"1808","Walthall",1808
"1809","Walton",1809
"1810","Walworth",1810
"1811","Wapello",1811
"1812","Ward",1812
"1813","Ware",1813
"1814","Warren",1814
"1815","Warrick",1815
"1816","Wasatch",1816
"1817","Wasco",1817
"1818","Waseca",1818
"1819","Washakie",1819
"1820","Washburn",1820
"1821","Washington",1821
"1822","Washita",1822
"1823","Washoe",1823
"1824","Washtenaw",1824
"1825","Watauga",1825
"1826","Watonwan",1826
"1827","Waukesha",1827
"1828","Waupaca",1828
"1829","Waushara",1829
"1830","Wayne",1830
"1831","Waynesboro",1831
"1832","Weakley",1832
"1833","Webb",1833
"1834","Weber",1834
"1835","Webster",1835
"1836","Weld",1836
"1837","Wells",1837
"1838","West Baton Rouge",1838
"1839","West Carroll",1839
"1840","Westchester",1840
"1841","Western",1841
"1842","West Feliciana",1842
"1843","Westmoreland",1843
"1844","Weston",1844
"1845","Wetzel",1845
"1846","Wexford",1846
"1847","Wharton",1847
"1848","Whatcom",1848
"1849","Wheatland",1849
"1850","Wheeler",1850
"1851","White",1851
"1852","White Pine",1852
"1853","Whiteside",1853
"1854","Whitfield",1854
"1855","Whitley",1855
"1856","Whitman",1856
"1857","Wibaux",1857
"1858","Wichita",1858
"1859","Wicomico",1859
"1860","Wilbarger",1860
"1861","Wilcox",1861
"1862","Wilkes",1862
"1863","Wilkin",1863
"1864","Wilkinson",1864
"1865","Will",1865
"1866","Willacy",1866
"1867","Williams",1867
"1868","Williamsburg",1868
"1869","Williamson",1869
"1870","Wilson",1870
"1871","Winchester",1871
"1872","Windham",1872
"1873","Windsor",1873
"1874","Winkler",1874
"1875","Winn",1875
"1876","Winnebago",1876
"1877","Winneshiek",1877
"1878","Winona",1878
"1879","Winston",1879
"1880","Wirt",1880
"1881","Wise",1881
"1882","Wolfe",1882
"1883","Wood",1883
"1884","Woodbury",1884
"1885","Woodford",1885
"1886","Woodruff",1886
"1887","Woods",1887
"1888","Woodson",1888
"1889","Woodward",1889
"1890","Worcester",1890
"1891","Worth",1891
"1892","Wrangell",1892
"1893","Wright",1893
"1894","Wyandot",1894
"1895","Wyandotte",1895
"1896","Wyoming",1896
"1897","Wythe",1897
"1898","Yabucoa",1898
"1899","Yadkin",1899
"1900","Yakima",1900
"1901","Yakutat",1901
"1902","Yalobusha",1902
"1903","Yamhill",1903
"1904","Yancey",1904
"1905","Yankton",1905
"1906","Yates",1906
"1907","Yauco",1907
"1908","Yavapai",1908
"1909","Yazoo",1909
"1910","Yell",1910
"1911","Yellow Medicine",1911
"1912","Yellowstone",1912
"1913","Yoakum",1913
"1914","Yolo",1914
"1915","York",1915
"1916","Young",1916
"1917","Yuba",1917
"1918","Yukon-Koyukuk",1918
"1919","Yuma",1919
"1920","Zapata",1920
"1921","Zavala",1921
"1922","Ziebach",1922
