World_Soil_Map_1974_Group,World_Soil_Map_1974_Subgroup,World_Soil_Map_1984_Group,World_Soil_Map_1984_Subgroup,WRB_1994_Group,WRB_1994_Subgroup,WRB_1998_Group,WRB_1998_Subgroup,WRB_2006_Group,WRB_2006_Prefixes,WRB_2006_Suffixes,WRB_2014_Group,WRB_2014_Subgroup,WRB_2006_NAME,FAO_1974_NAME,WRB_1994_NAME
Ferralsols,,Ferralsols,,Ferralsols,,Ferralsols,,Ferralsols,Haplic,Coluvic,,,Haplic Ferralsols, Ferralsols, Ferralsols
Ferralsols,Humic,Ferralsols,Humic,Ferralsols,Humic,Ferralsols,Humic,Ferralsols,Haplic,Humic,,,Haplic Ferralsols,Humic Ferralsols,Humic Ferralsols
Ferralsols,,Ferralsols,,Ferralsols,,Ferralsols,Alumic,Ferralsols,Haplic,Alumic,,,Haplic Ferralsols, Ferralsols, Ferralsols
Ferralsols,,Ferralsols,,Ferralsols,,Ferralsols,,Ferralsols,Haplic,Dystric,,,Haplic Ferralsols, Ferralsols, Ferralsols
Ferralsols,,Ferralsols,,Ferralsols,Eutric,Ferralsols,,Ferralsols,Haplic,Eutric,,,Haplic Ferralsols, Ferralsols,Eutric Ferralsols
Ferralsols,,Ferralsols,,Ferralsols,,Ferralsols,,Ferralsols,Haplic,Ruptic,,,Haplic Ferralsols, Ferralsols, Ferralsols
Ferralsols,,Ferralsols,,Ferralsols,,Ferralsols,,Ferralsols,Haplic,Oxiaquic,,,Haplic Ferralsols, Ferralsols, Ferralsols
Ferralsols,,Ferralsols,,Ferralsols,,Ferralsols,,Ferralsols,Haplic,Densic,,,Haplic Ferralsols, Ferralsols, Ferralsols
Ferralsols,,Ferralsols,,Ferralsols,,Ferralsols,Arenic,Ferralsols,Haplic,Arenic,,,Haplic Ferralsols, Ferralsols, Ferralsols
Ferralsols,,Ferralsols,,Ferralsols,,Ferralsols,,Ferralsols,Haplic,Siltic,,,Haplic Ferralsols, Ferralsols, Ferralsols
Ferralsols,,Ferralsols,,Ferralsols,,Ferralsols,,Ferralsols,Haplic,Clayic,,,Haplic Ferralsols, Ferralsols, Ferralsols
Ferralsols,Rhodic,Ferralsols,Rhodic,Ferralsols,Rhodic,Ferralsols,Rhodic,Ferralsols,Haplic,Rhodic,,,Haplic Ferralsols,Rhodic Ferralsols,Rhodic Ferralsols
Ferralsols,Xantic,Ferralsols,Xantic,Ferralsols,,Ferralsols,Xanthic,Ferralsols,Haplic,Xanthic,,,Haplic Ferralsols,Xantic Ferralsols, Ferralsols
Ferralsols,,Ferralsols,,Ferralsols,,Ferralsols,,Ferralsols,Haplic,Transportic,,,Haplic Ferralsols, Ferralsols, Ferralsols
Ferralsols,,Ferralsols,,Ferralsols,,Ferralsols,,Ferralsols,Haplic,Novic,,,Haplic Ferralsols, Ferralsols, Ferralsols
Ferralsols,,Ferralsols,,Ferralsols,Gleyic,Ferralsols,Gleyic,Ferralsols,Haplic,,,,Haplic Ferralsols, Ferralsols,Gleyic Ferralsols
Ferralsols,,Ferralsols,,Ferralsols,,Ferralsols,Histic,Ferralsols,Haplic,,,,Haplic Ferralsols, Ferralsols, Ferralsols
Ferralsols,,Ferralsols,,Ferralsols,,Ferralsols,Endostagnic,Ferralsols,Haplic,,,,Haplic Ferralsols, Ferralsols, Ferralsols
Ferralsols,,Ferralsols,,Ferralsols,,Ferralsols,Hyperdystric,Ferralsols,Haplic,,,,Haplic Ferralsols, Ferralsols, Ferralsols
Ferralsols,,Ferralsols,,Ferralsols,,Ferralsols,Hypereutric,Ferralsols,Haplic,,,,Haplic Ferralsols, Ferralsols, Ferralsols
Fluvisols,,Fluvisols,,Fluvisols,,Fluvisols,,Fluvisols,Subaquatic,,,,Subaquatic Fluvisols, Fluvisols, Fluvisols
Fluvisols,,Fluvisols,,Fluvisols,,Fluvisols,,Fluvisols,Tidalic,,,,Tidalic Fluvisols, Fluvisols, Fluvisols
Fluvisols,,Fluvisols,,Fluvisols,,Fluvisols,,Fluvisols,Limnic,,,,Limnic Fluvisols, Fluvisols, Fluvisols
Fluvisols,,Fluvisols,,Fluvisols,,Fluvisols,,Fluvisols,Folic,,,,Folic Fluvisols, Fluvisols, Fluvisols
Fluvisols,,Fluvisols,,Fluvisols,,Fluvisols,Histic,Fluvisols,Histic,,,,Histic Fluvisols, Fluvisols, Fluvisols
Fluvisols,,Fluvisols,,Fluvisols,,Fluvisols,,Fluvisols,Technic,,,,Technic Fluvisols, Fluvisols, Fluvisols
Fluvisols,,Fluvisols,Salic,Fluvisols,Salic,Fluvisols,Salic,Fluvisols,Salic,,,,Salic Fluvisols, Fluvisols,Salic Fluvisols
Fluvisols,,Fluvisols,,Fluvisols,,Fluvisols,Gleyic,Fluvisols,Gleyic,,,,Gleyic Fluvisols, Fluvisols, Fluvisols
Fluvisols,,Fluvisols,,Fluvisols,,Fluvisols,Stagnic,Fluvisols,Stagnic,,,,Stagnic Fluvisols, Fluvisols, Fluvisols
Fluvisols,,Fluvisols,Mollic,Fluvisols,Mollic,Fluvisols,Mollic,Fluvisols,Mollic,,,,Mollic Fluvisols, Fluvisols,Mollic Fluvisols
Fluvisols,,Fluvisols,,Fluvisols,,Fluvisols,,Fluvisols,Gypsic,,,,Gypsic Fluvisols, Fluvisols, Fluvisols
Fluvisols,,Fluvisols,,Fluvisols,,Fluvisols,,Fluvisols,Calcic,,,,Calcic Fluvisols, Fluvisols, Fluvisols
Fluvisols,,Fluvisols,Umbric,Fluvisols,Umbric,Fluvisols,Umbric,Fluvisols,Umbric,,,,Umbric Fluvisols, Fluvisols,Umbric Fluvisols
Fluvisols,,Fluvisols,,Fluvisols,,Fluvisols,Haplic,Fluvisols,Haplic,,,,Haplic Fluvisols, Fluvisols, Fluvisols
Fluvisols,Thionic,Fluvisols,Thionic,Fluvisols,Thionic,Fluvisols,Thionic,Fluvisols,Haplic,Thionic,,,Haplic Fluvisols,Thionic Fluvisols,Thionic Fluvisols
Fluvisols,,Fluvisols,,Fluvisols,,Fluvisols,,Fluvisols,Haplic,Anthric,,,Haplic Fluvisols, Fluvisols, Fluvisols
Fluvisols,,Fluvisols,,Fluvisols,,Fluvisols,Gypsiric,Fluvisols,Haplic,Gypsiric,,,Haplic Fluvisols, Fluvisols, Fluvisols
Fluvisols,Calcaric,Fluvisols,Calcaric,Fluvisols,Calcaric,Fluvisols,Calcaric,Fluvisols,Haplic,Calcaric,,,Haplic Fluvisols,Calcaric Fluvisols,Calcaric Fluvisols
Fluvisols,,Fluvisols,,Fluvisols,,Fluvisols,Tephric,Fluvisols,Haplic,Tephric,,,Haplic Fluvisols, Fluvisols, Fluvisols
Fluvisols,,Fluvisols,,Fluvisols,,Fluvisols,,Fluvisols,Haplic,Petrogleyic,,,Haplic Fluvisols, Fluvisols, Fluvisols
Fluvisols,,Fluvisols,,Fluvisols,,Fluvisols,Gelic,Fluvisols,Haplic,Gelic,,,Haplic Fluvisols, Fluvisols, Fluvisols
Fluvisols,,Fluvisols,,Fluvisols,,Fluvisols,,Fluvisols,Haplic,Oxiaquic,,,Haplic Fluvisols, Fluvisols, Fluvisols
Fluvisols,,Fluvisols,,Fluvisols,,Fluvisols,Humic,Fluvisols,Haplic,Humic,,,Haplic Fluvisols, Fluvisols, Fluvisols
Fluvisols,,Fluvisols,,Fluvisols,,Fluvisols,Sodic,Fluvisols,Haplic,Sodic,,,Haplic Fluvisols, Fluvisols, Fluvisols
Fluvisols,Dystric,Fluvisols,Dystric,Fluvisols,Dystric,Fluvisols,Dystric,Fluvisols,Haplic,Dystric,,,Haplic Fluvisols,Dystric Fluvisols,Dystric Fluvisols
Fluvisols,Eutric,Fluvisols,Eutric,Fluvisols,Eutric,Fluvisols,Eutric,Fluvisols,Haplic,Eutric,,,Haplic Fluvisols,Eutric Fluvisols,Eutric Fluvisols
Fluvisols,,Fluvisols,,Fluvisols,,Fluvisols,,Fluvisols,Haplic,Greyic,,,Haplic Fluvisols, Fluvisols, Fluvisols
Fluvisols,,Fluvisols,,Fluvisols,,Fluvisols,Takyric,Fluvisols,Haplic,Takyric,,,Haplic Fluvisols, Fluvisols, Fluvisols
Fluvisols,,Fluvisols,,Fluvisols,,Fluvisols,Yermic,Fluvisols,Haplic,Yermic,,,Haplic Fluvisols, Fluvisols, Fluvisols
Fluvisols,,Fluvisols,,Fluvisols,,Fluvisols,Aridic,Fluvisols,Haplic,Aridic,,,Haplic Fluvisols, Fluvisols, Fluvisols
Fluvisols,,Fluvisols,,Fluvisols,,Fluvisols,,Fluvisols,Haplic,Densic,,,Haplic Fluvisols, Fluvisols, Fluvisols
Fluvisols,,Fluvisols,,Fluvisols,,Fluvisols,Skeletic,Fluvisols,Haplic,Skeletic,,,Haplic Fluvisols, Fluvisols, Fluvisols
Fluvisols,,Fluvisols,,Fluvisols,,Fluvisols,Arenic,Fluvisols,Haplic,Arenic,,,Haplic Fluvisols, Fluvisols, Fluvisols
Fluvisols,,Fluvisols,,Fluvisols,,Fluvisols,,Fluvisols,Haplic,Siltic,,,Haplic Fluvisols, Fluvisols, Fluvisols
Fluvisols,,Fluvisols,,Fluvisols,,Fluvisols,,Fluvisols,Haplic,Clayic,,,Haplic Fluvisols, Fluvisols, Fluvisols
Fluvisols,,Fluvisols,,Fluvisols,,Fluvisols,,Fluvisols,Haplic,Drenic,,,Haplic Fluvisols, Fluvisols, Fluvisols
Fluvisols,,Fluvisols,,Fluvisols,,Fluvisols,,Fluvisols,Haplic,Transportic,,,Haplic Fluvisols, Fluvisols, Fluvisols
Fluvisols,,Fluvisols,,Fluvisols,Vertic,Fluvisols,,Fluvisols,Haplic,,,,Haplic Fluvisols, Fluvisols,Vertic Fluvisols
Gleysols,,Gleysols,,Gleysols,,Gleysols,,Gleysols,Folic,,,,Folic Gleysols, Gleysols, Gleysols
Gleysols,,Gleysols,,Gleysols,,Gleysols,Histic,Gleysols,Histic,,,,Histic Gleysols, Gleysols, Gleysols
Gleysols,,Gleysols,,Gleysols,,Gleysols,Antraquic,Gleysols,Antraquic,,,,Antraquic Gleysols, Gleysols, Gleysols
Gleysols,,Gleysols,,Gleysols,,Gleysols,,Gleysols,Technic,,,,Technic Gleysols, Gleysols, Gleysols
Gleysols,,Gleysols,,Gleysols,Fluvic,Gleysols,,Gleysols,Fluvic,,,,Fluvic Gleysols, Gleysols,Fluvic Gleysols
Gleysols,,Gleysols,,Gleysols,,Gleysols,Endosalic,Gleysols,Endosalic,,,,Endosalic Gleysols, Gleysols, Gleysols
Gleysols,,Gleysols,,Gleysols,,Gleysols,,Gleysols,Vitric,,,,Vitric Gleysols, Gleysols, Gleysols
Gleysols,,Gleysols,,Gleysols,,Gleysols,Andic,Gleysols,Andic,,,,Andic Gleysols, Gleysols, Gleysols
Gleysols,,Gleysols,,Gleysols,,Gleysols,,Gleysols,Spodic,,,,Spodic Gleysols, Gleysols, Gleysols
Gleysols,Plinthic,Gleysols,Plinthic,Gleysols,Plinthic,Gleysols,Plinthic,Gleysols,Plinthic,,,,Plinthic Gleysols,Plinthic Gleysols,Plinthic Gleysols
Gleysols,Mollic,Gleysols,Mollic,Gleysols,Mollic,Gleysols,Mollic,Gleysols,Mollic,,,,Mollic Gleysols,Mollic Gleysols,Mollic Gleysols
Gleysols,,Gleysols,,Gleysols,,Gleysols,Gypsic,Gleysols,Gypsic,,,,Gypsic Gleysols, Gleysols, Gleysols
Gleysols,Calcic,Gleysols,Calcic,Gleysols,Calcic,Gleysols,Calcic,Gleysols,Calcic,,,,Calcic Gleysols,Calcic Gleysols,Calcic Gleysols
Gleysols,,Gleysols,,Gleysols,,Gleysols,,Gleysols,Alic,,,,Alic Gleysols, Gleysols, Gleysols
Gleysols,,Gleysols,,Gleysols,,Gleysols,,Gleysols,Acric,,,,Acric Gleysols, Gleysols, Gleysols
Gleysols,,Gleysols,,Gleysols,,Gleysols,,Gleysols,Luvic,,,,Luvic Gleysols, Gleysols, Gleysols
Gleysols,,Gleysols,,Gleysols,,Gleysols,,Gleysols,Lixic,,,,Lixic Gleysols, Gleysols, Gleysols
Gleysols,,Gleysols,Umbric,Gleysols,Umbric,Gleysols,Umbric,Gleysols,Umbric,,,,Umbric Gleysols, Gleysols,Umbric Gleysols
Gleysols,,Gleysols,,Gleysols,Haplic,Gleysols,Haplic,Gleysols,Haplic,,,,Haplic Gleysols, Gleysols,Haplic Gleysols
Gleysols,,Gleysols,,Gleysols,Thionic,Gleysols,Thionic,Gleysols,Haplic,Thionic,,,Haplic Gleysols, Gleysols,Thionic Gleysols
Gleysols,,Gleysols,,Gleysols,,Gleysols,Abruptic,Gleysols,Haplic,Abruptic,,,Haplic Gleysols, Gleysols, Gleysols
Gleysols,,Gleysols,,Gleysols,,Gleysols,Calcaric,Gleysols,Haplic,Calcaric,,,Haplic Gleysols, Gleysols, Gleysols
Gleysols,,Gleysols,,Gleysols,Tephric,Gleysols,Tephric,Gleysols,Haplic,Tephric,,,Haplic Gleysols, Gleysols,Tephric Gleysols
Gleysols,,Gleysols,,Gleysols,,Gleysols,,Gleysols,Haplic,Coluvic,,,Haplic Gleysols, Gleysols, Gleysols
Gleysols,Humic,Gleysols,,Gleysols,,Gleysols,Humic,Gleysols,Haplic,Humic,,,Haplic Gleysols,Humic Gleysols, Gleysols
Gleysols,,Gleysols,,Gleysols,,Gleysols,Sodic,Gleysols,Haplic,Sodic,,,Haplic Gleysols, Gleysols, Gleysols
Gleysols,,Gleysols,,Gleysols,,Gleysols,Alcalic,Gleysols,Haplic,Alcalic,,,Haplic Gleysols, Gleysols, Gleysols
Gleysols,,Gleysols,,Gleysols,,Gleysols,Alumic,Gleysols,Haplic,Alumic,,,Haplic Gleysols, Gleysols, Gleysols
Gleysols,,Gleysols,,Gleysols,,Gleysols,Toxic,Gleysols,Haplic,Toxic,,,Haplic Gleysols, Gleysols, Gleysols
Gleysols,Dystric,Gleysols,Dystric,Gleysols,,Gleysols,Dystric,Gleysols,Haplic,Dystric,,,Haplic Gleysols,Dystric Gleysols, Gleysols
Gleysols,Eutric,Gleysols,Eutric,Gleysols,,Gleysols,Eutric,Gleysols,Haplic,Eutric,,,Haplic Gleysols,Eutric Gleysols, Gleysols
Gleysols,,Gleysols,,Gleysols,,Gleysols,,Gleysols,Haplic,Petrogleyic,,,Haplic Gleysols, Gleysols, Gleysols
Gleysols,,Gleysols,,Gleysols,,Gleysols,,Gleysols,Haplic,Turbic,,,Haplic Gleysols, Gleysols, Gleysols
Gleysols,Gelic,Gleysols,Gelic,Gleysols,,Gleysols,Gelic,Gleysols,Haplic,Gelic,,,Haplic Gleysols,Gelic Gleysols, Gleysols
Gleysols,,Gleysols,,Gleysols,,Gleysols,,Gleysols,Haplic,Greyic,,,Haplic Gleysols, Gleysols, Gleysols
Gleysols,,Gleysols,,Gleysols,,Gleysols,Takyric,Gleysols,Haplic,Takyric,,,Haplic Gleysols, Gleysols, Gleysols
Gleysols,,Gleysols,,Gleysols,Arenic,Gleysols,Arenic,Gleysols,Haplic,Arenic,,,Haplic Gleysols, Gleysols,Arenic Gleysols
Gleysols,,Gleysols,,Gleysols,,Gleysols,,Gleysols,Haplic,Siltic,,,Haplic Gleysols, Gleysols, Gleysols
Gleysols,,Gleysols,,Gleysols,,Gleysols,,Gleysols,Haplic,Clayic,,,Haplic Gleysols, Gleysols, Gleysols
Gleysols,,Gleysols,,Gleysols,,Gleysols,,Gleysols,Haplic,Drenic,,,Haplic Gleysols, Gleysols, Gleysols
Gleysols,,Gleysols,,Gleysols,,Gleysols,,Gleysols,Haplic,Novic,,,Haplic Gleysols, Gleysols, Gleysols
Gleysols,,Gleysols,,Gleysols,Cryic,Cryosols,Gleyic,Gleysols,Haplic,,,,Haplic Gleysols, Gleysols,Cryic Gleysols
Greyzems,Gleyic,Greyzems,Gleyic,Phaeozems,Greyic,,,Phaeozems,Haplic,,,,Greyic Phaeozems,Gleyic Greyzems,Greyic Phaeozems
Greyzems,Haplic,Greyzems,Haplic,Phaeozems,,,,Phaeozems,Haplic,,,,Haplic Phaeozems,Haplic Greyzems, Phaeozems
,,Gypsisols,Petric,Gypsisols,Petric,Gypsisols,Petric,Gypsisols,Petric,,,,Petric Gypsisols, ,Petric Gypsisols
,,Gypsisols,,Gypsisols,,Gypsisols,Hypergypsic,Gypsisols,Hypergypsic,,,,Hypergypsic Gypsisols, , Gypsisols
,,Gypsisols,,Gypsisols,,Gypsisols,Hypogypsic,Gypsisols,Hypogypsic,,,,Hypogypsic Gypsisols, , Gypsisols
,,Gypsisols,,Gypsisols,Arzic,Gypsisols,Arzic,Gypsisols,Arzic,,,,Arzic Gypsisols, ,Arzic Gypsisols
,,Gypsisols,,Gypsisols,,Gypsisols,,Gypsisols,Technic,,,,Technic Gypsisols, , Gypsisols
,,Gypsisols,,Gypsisols,,Gypsisols,,Gypsisols,Hyperskeletic,,,,Hyperskeletic Gypsisols, , Gypsisols
,,Gypsisols,,Gypsisols,,Gypsisols,Leptic,Gypsisols,Leptic,,,,Leptic Gypsisols, , Gypsisols
,,Gypsisols,,Gypsisols,,Gypsisols,Vertic,Gypsisols,Vertic,,,,Vertic Gypsisols, , Gypsisols
,,Gypsisols,,Gypsisols,,Gypsisols,Endosalic,Gypsisols,Endosalic,,,,Endosalic Gypsisols, , Gypsisols
,,Gypsisols,,Gypsisols,,Gypsisols,,Gypsisols,Endogleyic,,,,Endogleyic Gypsisols, , Gypsisols
,,Gypsisols,,Gypsisols,,Gypsisols,,Gypsisols,Petroduric,,,,Petroduric Gypsisols, , Gypsisols
,,Gypsisols,,Gypsisols,,Gypsisols,Duric,Gypsisols,Duric,,,,Duric Gypsisols, , Gypsisols
,,Gypsisols,,Gypsisols,,Gypsisols,,Gypsisols,Petrocalcic,,,,Petrocalcic Gypsisols, , Gypsisols
,,Gypsisols,Calcic,Gypsisols,Calcic,Gypsisols,Calcic,Gypsisols,Calcic,,,,Calcic Gypsisols, ,Calcic Gypsisols
,,Gypsisols,Luvic,Gypsisols,Luvic,Gypsisols,Luvic,Gypsisols,Luvic,,,,Luvic Gypsisols, ,Luvic Gypsisols
,,Gypsisols,Haplic,Gypsisols,Haplic,Gypsisols,Haplic,Gypsisols,Haplic,,,,Haplic Gypsisols, ,Haplic Gypsisols
,,Gypsisols,,Gypsisols,,Gypsisols,,Gypsisols,Haplic,Ruptic,,,Haplic Gypsisols, , Gypsisols
,,Gypsisols,,Gypsisols,,Gypsisols,Sodic,Gypsisols,Haplic,Sodic,,,Haplic Gypsisols, , Gypsisols
,,Gypsisols,,Gypsisols,,Gypsisols,Hyperochric,Gypsisols,Haplic,Hyperochric,,,Haplic Gypsisols, , Gypsisols
,,Gypsisols,,Gypsisols,,Gypsisols,Takyric,Gypsisols,Haplic,Takyric,,,Haplic Gypsisols, , Gypsisols
,,Gypsisols,,Gypsisols,,Gypsisols,Yermic,Gypsisols,Haplic,Yermic,,,Haplic Gypsisols, , Gypsisols
,,Gypsisols,,Gypsisols,,Gypsisols,Aridic,Gypsisols,Haplic,Aridic,,,Haplic Gypsisols, , Gypsisols
,,Gypsisols,,Gypsisols,,Gypsisols,Skeletic,Gypsisols,Haplic,Skeletic,,,Haplic Gypsisols, , Gypsisols
,,Gypsisols,,Gypsisols,,Gypsisols,,Gypsisols,Haplic,Arenic,,,Haplic Gypsisols, , Gypsisols
,,Gypsisols,,Gypsisols,,Gypsisols,,Gypsisols,Haplic,Siltic,,,Haplic Gypsisols, , Gypsisols
,,Gypsisols,,Gypsisols,,Gypsisols,,Gypsisols,Haplic,Clayic,,,Haplic Gypsisols, , Gypsisols
,,Gypsisols,,Gypsisols,,Gypsisols,,Gypsisols,Haplic,Transportic,,,Haplic Gypsisols, , Gypsisols
,,Gypsisols,,Gypsisols,,Gypsisols,,Gypsisols,Haplic,Novic,,,Haplic Gypsisols, , Gypsisols
,,Gypsisols,,Gypsisols,Cambic,Gypsisols,,Gypsisols,Haplic,,,,Haplic Gypsisols, ,Cambic Gypsisols
Histosols,,Histosols,Folic,Histosols,Folic,Histosols,Folic,Histosols,Folic,,,,Folic Histosols, Histosols,Folic Histosols
Histosols,,Histosols,,Histosols,,Histosols,,Histosols,Limnic,,,,Limnic Histosols, Histosols, Histosols
Histosols,,Histosols,,Histosols,,Histosols,,Histosols,Lignic,,,,Lignic Histosols, Histosols, Histosols
Histosols,,Histosols,Fibric,Histosols,Fibric,Histosols,Fibric,Histosols,Fibric,,,,Fibric Histosols, Histosols,Fibric Histosols
Histosols,,Histosols,,Histosols,,Histosols,,Histosols,Hemic,,,,Hemic Histosols, Histosols, Histosols
Histosols,,Histosols,Terric,Histosols,,Histosols,Sapric,Histosols,Sapric,,,,Sapric Histosols, Histosols, Histosols
Histosols,,Histosols,,Histosols,,Histosols,,Histosols,Flotic,,,,Flotic Histosols, Histosols, Histosols
Histosols,,Histosols,,Histosols,,Histosols,,Histosols,Subaquatic,,,,Subaquatic Histosols, Histosols, Histosols
Histosols,,Histosols,,Histosols,,Histosols,Glacic,Histosols,Glacic,,,,Glacic Histosols, Histosols, Histosols
Histosols,,Histosols,,Histosols,,Histosols,Ombric,Histosols,Ombric,,,,Ombric Histosols, Histosols, Histosols
Histosols,,Histosols,,Histosols,,Histosols,Rheic,Histosols,Rheic,,,,Rheic Histosols, Histosols, Histosols
Histosols,,Histosols,,Histosols,,Histosols,,Histosols,Technic,,,,Technic Histosols, Histosols, Histosols
Histosols,Gelic,Histosols,Gelic,Histosols,Gelic,Histosols,Cryic,Histosols,Cryic,,,,Cryic Histosols,Gelic Histosols,Gelic Histosols
Histosols,,Histosols,,Histosols,,Histosols,,Histosols,Hyperskeletic,,,,Hyperskeletic Histosols, Histosols, Histosols
Histosols,,Histosols,,Histosols,,Histosols,,Histosols,Leptic,,,,Leptic Histosols, Histosols, Histosols
Histosols,,Histosols,,Histosols,,Histosols,,Histosols,Vitric,,,,Vitric Histosols, Histosols, Histosols
Histosols,,Histosols,,Histosols,,Histosols,,Histosols,Andic,,,,Andic Histosols, Histosols, Histosols
Histosols,,Histosols,,Histosols,Salic,Histosols,Salic,Histosols,Salic,,,,Salic Histosols, Histosols,Salic Histosols
Histosols,,Histosols,,Histosols,,Histosols,,Histosols,Calcic,,,,Calcic Histosols, Histosols, Histosols
Histosols,,Histosols,Thionic,Histosols,Thionic,Histosols,Thionic,Histosols,Calcic,Thionic,,,Calcic Histosols, Histosols,Thionic Histosols
Histosols,,Histosols,,Histosols,,Histosols,,Histosols,Calcic,Ornithic,,,Calcic Histosols, Histosols, Histosols
Histosols,,Histosols,,Histosols,,Histosols,,Histosols,Calcic,Calcaric,,,Calcic Histosols, Histosols, Histosols
Histosols,,Histosols,,Histosols,,Histosols,,Histosols,Calcic,Sodic,,,Calcic Histosols, Histosols, Histosols
Histosols,,Histosols,,Histosols,,Histosols,Alcalic,Histosols,Calcic,Alcalic,,,Calcic Histosols, Histosols, Histosols
Histosols,,Histosols,,Histosols,,Histosols,Toxic,Histosols,Calcic,Toxic,,,Calcic Histosols, Histosols, Histosols
Histosols,Dystric,Histosols,,Histosols,,Histosols,Dystric,Histosols,Calcic,Dystric,,,Calcic Histosols,Dystric Histosols, Histosols
Histosols,Eutric,Histosols,,Histosols,,Histosols,Eutric,Histosols,Calcic,Eutric,,,Calcic Histosols,Eutric Histosols, Histosols
Histosols,,Histosols,,Histosols,,Histosols,,Histosols,Calcic,Turbic,,,Calcic Histosols, Histosols, Histosols
Histosols,,Histosols,,Histosols,,Histosols,Gelic,Histosols,Calcic,Gelic,,,Calcic Histosols, Histosols, Histosols
Histosols,,Histosols,,Histosols,,Histosols,,Histosols,Calcic,Petrogleyic,,,Calcic Histosols, Histosols, Histosols
Histosols,,Histosols,,Histosols,,Histosols,,Histosols,Calcic,Placic,,,Calcic Histosols, Histosols, Histosols
Histosols,,Histosols,,Histosols,,Histosols,,Histosols,Calcic,Skeletic,,,Calcic Histosols, Histosols, Histosols
Histosols,,Histosols,,Histosols,,Histosols,,Histosols,Calcic,Tidalic,,,Calcic Histosols, Histosols, Histosols
Histosols,,Histosols,,Histosols,,Histosols,,Histosols,Calcic,Drenic,,,Calcic Histosols, Histosols, Histosols
Histosols,,Histosols,,Histosols,,Histosols,,Histosols,Calcic,Transportic,,,Calcic Histosols, Histosols, Histosols
Histosols,,Histosols,,Histosols,,Histosols,,Histosols,Calcic,Novic,,,Calcic Histosols, Histosols, Histosols
Histosols,,Histosols,,Histosols,Haplic,Histosols,,Histosols,Calcic,,,,Calcic Histosols, Histosols,Haplic Histosols
Kastanozems,,Kastanozems,,Kastanozems,,Kastanozems,,Kastanozems,Vermic,,,,Vermic Kastanozems, Kastanozems, Kastanozems
Kastanozems,,Kastanozems,,Kastanozems,,Kastanozems,,Kastanozems,Technic,,,,Technic Kastanozems, Kastanozems, Kastanozems
Kastanozems,,Kastanozems,,Kastanozems,,Kastanozems,,Kastanozems,Leptic,,,,Leptic Kastanozems, Kastanozems, Kastanozems
Kastanozems,,Kastanozems,,Kastanozems,,Kastanozems,Vertic,Kastanozems,Vertic,,,,Vertic Kastanozems, Kastanozems, Kastanozems
Kastanozems,,Kastanozems,,Kastanozems,,Kastanozems,,Kastanozems,Endosalic,,,,Endosalic Kastanozems, Kastanozems, Kastanozems
Kastanozems,,Kastanozems,,Kastanozems,,Kastanozems,,Kastanozems,Gleyic,,,,Gleyic Kastanozems, Kastanozems, Kastanozems
Kastanozems,,Kastanozems,,Kastanozems,,Kastanozems,,Kastanozems,Vitric,,,,Vitric Kastanozems, Kastanozems, Kastanozems
Kastanozems,,Kastanozems,,Kastanozems,,Kastanozems,,Kastanozems,Andic,,,,Andic Kastanozems, Kastanozems, Kastanozems
Kastanozems,,Kastanozems,,Kastanozems,,Kastanozems,,Kastanozems,Stagnic,,,,Stagnic Kastanozems, Kastanozems, Kastanozems
Kastanozems,,Kastanozems,,Kastanozems,,Kastanozems,,Kastanozems,Petrogypsic,,,,Petrogypsic Kastanozems, Kastanozems, Kastanozems
Kastanozems,,Kastanozems,Gypsic,Kastanozems,Gypsic,Kastanozems,Gypsic,Kastanozems,Gypsic,,,,Gypsic Kastanozems, Kastanozems,Gypsic Kastanozems
Kastanozems,,Kastanozems,,Kastanozems,,Kastanozems,,Kastanozems,Petroduric,,,,Petroduric Kastanozems, Kastanozems, Kastanozems
Kastanozems,,Kastanozems,,Kastanozems,,Kastanozems,,Kastanozems,Duric,,,,Duric Kastanozems, Kastanozems, Kastanozems
Kastanozems,,Kastanozems,,Kastanozems,,Kastanozems,,Kastanozems,Petrocalcic,,,,Petrocalcic Kastanozems, Kastanozems, Kastanozems
Kastanozems,Calcic,Kastanozems,Calcic,Kastanozems,Calcic,Kastanozems,Calcic,Kastanozems,Calcic,,,,Calcic Kastanozems,Calcic Kastanozems,Calcic Kastanozems
Kastanozems,Luvic,Kastanozems,Luvic,Kastanozems,Luvic,Kastanozems,Luvic,Kastanozems,Luvic,,,,Luvic Kastanozems,Luvic Kastanozems,Luvic Kastanozems
Kastanozems,Orthic,Kastanozems,Haplic,Kastanozems,Haplic,Kastanozems,Haplic,Kastanozems,Haplic,,,,Haplic Kastanozems,Orthic Kastanozems,Haplic Kastanozems
Kastanozems,,Kastanozems,,Kastanozems,,Kastanozems,Anthric,Kastanozems,Haplic,Anthric,,,Haplic Kastanozems, Kastanozems, Kastanozems
Kastanozems,,Kastanozems,,Kastanozems,,Kastanozems,,Kastanozems,Haplic,Glossic,,,Haplic Kastanozems, Kastanozems, Kastanozems
Kastanozems,,Kastanozems,,Kastanozems,,Kastanozems,,Kastanozems,Haplic,Tephric,,,Haplic Kastanozems, Kastanozems, Kastanozems
Kastanozems,,Kastanozems,,Kastanozems,,Kastanozems,Hyposodic,Kastanozems,Haplic,Sodic,,,Haplic Kastanozems, Kastanozems, Kastanozems
